Nome,Código QR / Valor do Código de Barras,Quantidade,O Aviso Crítico de Nível de Quantidade Está Ativado?,Nível de Quantidade Crítica,Descrição,Campo Adicional,É Favorito?,Contagem de Uso,Criar Data,Data de Actualização,Grupos Relacionados,Tags Relacionadas
MONITOR HP HP L190hb - 4-6,1290003098,1,Falso,0,MONITOR DE VIDEO COM TECNOLOGIA LCD -  TELA COM 19 POLEGADAS TFT DE MATRIZ ATIVA -  COLORIDO -  CAPACIDADE PLUG & PLAY -  ANGULO DE VISAO HORIZONTAL DE 160? -  ANGULO DE VISAO VERTICAL DE 150? -  DOT PITCH DE 0 - 3MM -  SUPORTE DE RESOLUCAO DE 1360x768 -  TEMPO DE RESPOSTA MAXIMA DE 8MS -  BRILHO DE NO MINIMO DE 250 CD-M2 -  POSSUI INTERFACE DE CONEXAO TIPO VGA-DVI -  POSSUI AJUSTE DE ALTURA NO MONITOR -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 0.8A -  MODELO: HP L190hb -  MARCA: HP. (GARANTIA: 36 (TRINTA E SEIS) MESES ON SITE A CONTAR DE 24-02-2011).,[Cod2Aud:3283],Falso,2,18.08.2023 19:06,22.08.2023 17:48,[6 andar],[Cartorio]
MONITOR DE 20� DATEN-22MP55PJ - LG (OEM) (5-5),1290005246,1,Falso,0,MONITOR DE 20 POLEGADAS MARCA-MODELO: DATEN-22MP55PJ FABRICANTE: LG (OEM) GARANTIA DE 36 MESES ON-SITE.,,Falso,1,18.08.2023 19:06,22.08.2023 17:51,[Mezanino],[Deposito]
COMENTARIO A CF 2013 - CANOTILHO E GILMAR MENDES,1290004451,1,Falso,0,COMENTARIOS A CONSTITUICAO DO BRASIL -  SERIE IDP -  ANO 2013 -  1A EDICAO -  AUTORES: JOSE JOAQUIM GOMES CANOTILHO -  INGO WOLFGANG SARLET -  LENIO LUIZSTRECK E GILMAR FERREIRA MENDES -  EDITORA SARAIVA (JURIDICOS).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
SSD Lexar NM620 256GB M.2 8/19,1010053059,0,Falso,0,Acoplado no MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 7 -17,[Acoplamento: | Acoplamento:1290004612],Falso,0,26.08.2025 16:38,26.08.2025 16:38,,
ARMARIO FECHADO - 1-8,1290003435,1,Falso,0,ARMARIO FECHADO -  TAMPO EM AGLOMERADO EM LAMINADO MELAMINICO COM UMA PRATELEIRA  INTERNA -  MEDINDO: 800X490X740MM,[Cod2Aud:3233],Falso,1,18.08.2023 19:07,04.09.2025 19:12,[6 andar],[Cartorio]
MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 6 -17,1290004611,1,Falso,0,MICROCOMPUTADOR COM TECLADO E MOUSE -  GABINETE TIPO DESKTOP MINI BUSINESS -  PLACA DE VIDEO INTEL HD GRAPHICS 630 INTEGRADA -  PROCESSADOR INTEL CORE I5-7500T -  CACHE DE 6MB -  MEMORIA DDR4 (3 - 3 GHZ) -  HD: SSDD 500GB SATA 6 - 0Gb-s -  5400 RPM -  8GB HIBRIDO -  CHIPSET INTEL Q270 -  SISTEMA OPERACIONAL WINDOWS 10 PrO -  INTERFACES: TRASEISA: 4 USB -  2 HDMI -  1 VGA -  1 RJ-45 E 1 ETHERNET -  FRONTAL: 1 MICRO USB -  2 USB -  1 FONE DE OUVIDO E 1 HEADSET -  TECLADO USB PADRAO ABNT2 -  MOUSE USB OPTICO -  INPUT-ENTRADA: 19.5VdC -  CORRENTE: 3.33A -  MODELO: ElItEDEsk 800 G3 MInI 35W -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
ARMARIO DE ACO - 3-6,1290004946,1,Falso,0,ARMARIO DE ACO COM 02 PORTAS DE ABRIR -  MEDINDO 900MM DE LARGURA -  980MM DE ALTURA E 450MM DE PROFUNDIDADE -  COM 01 MALEIRO SOBREPOSTO COM 02 PORTAS DE ABRIR -  COM 800MM DE ALTURA.,[Cod2Aud:3025- 3036 - 3035 - AntIgO 200.0040],Falso,3,18.08.2023 19:07,18.08.2023 19:07,[7 andar | Mezanino],[administracao | Deposito]
GAVETEIRO VOLANTE SPE 45644 - 2-2,1290003677,1,Falso,0,GAVETEIRO VOLANTE 01 GAVETAO -  ESPECIAL-SPE 45644 -  VOLANTES COM 02 GAVETAS MEDIAS E 1 GAVETAO PARA PASTAS SUSPENSAS -  APOIADO SOBRE 4 RODIZIOS E UM 5 RODIZIO PARA EVITAR TOMBAMENTO -  GAVETAS CORREM SOBRE TRILHOS E CORREDICAS EM ACO 0 - 9MM COM TINTA EPOX -  DIMENSOES: 550MM PROFUNDIDADE E 680MM DE ALTURA -  MODELO: 5.805.,[Cod2Aud:3374],Falso,1,18.08.2023 19:06,28.08.2025 18:06,[6 andar],[Juiz Substituto]
GAVETEIRO 2 GAVETAS 1 PASTA SUSPENSA ARTLINE 15/21,1290003047,1,Falso,0,GAVETEIRO MESA COM RODIZIOS COM 2 GAVETAS E 1 GAVETA DE PASTA SUSPENSA -  EM LAMINADO MELAMINICO BAIXA PRESSAO -  PARTE INTERNA DAS GAVETAS EM ACO -  MEDINDO: 420X600X740MM -  COR MADEIRA -  MARCA: ARTLINE.,[Cod2Aud:3247],Falso,1,18.08.2023 19:06,28.08.2025 18:26,[6 andar],[Cartorio]
SUPORTE MONITOR STALO - 18-22,1290004698,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
POLTRONA FIXA GIROFLEX PRETA 38-81,1290002865,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  COM ACABAMENTO EM MELAMINA ALTA PRESSAO -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MESA DELTA TAMPO UNICO 5 -16,1290003012,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:3218],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
POLTRONA FIXA GIROFLEX PRETA 43-81,1290002870,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
ARRANJO ORQUIDEA PINK -2-10,1290004777,1,Falso,0,ARRANJO DE ORQUIDEA EM SILICONE COR PINK,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[7 andar],[Administracao]
MONITOR HP 22MP55Y-B - 4 -17,1290004626,1,Falso,0,MONITOR DE VIDEO LCD FULL HD -  TELA DE 21 - 5 POLEGADAS -  DIAGONAL: 54 - 6CM -  ASPECTO DA TELA: 16:9 -  TEMPO DE RESPOSTAS: 8 MS -  RESOLUCAO: 1920 x 1080 (FULL HD) -  BRILHO: 250 CD-M? -  CONTRASTES: 1.000:1 (ESTATICO) E 5.000.000:1 (DIN?MICO) -  ?NGULOS DE VISAO (HxV): 178?x178? -  NUMERO DE CORES: 16 - 7 MILHOES -  CONECTORES: 1 (UM) DVI-D -  1 (UM) DISPLAY PORT -  1 (UM) AC -  1 (UM) VGA (D-SUB) -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: 22MP55Y-B (V225hz) -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
POLTRONA GIRATORIA MARROM COM RELAX - 18-20,1290004491,1,Falso,0,POLTRONA GIRATORIA COM RELAX TRAVA APOIA BRACOS E ENCOSTO REGULAVEIS E ESPALDAR DIRETOR -  EM COURO ECOLOGICO MARROM -  MODELO CAVALETTI START. BASE GIRATORIA DESMONTAVEL COM ARANHA DE 5 HASTES,[Cod2Aud:1464],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Malu]
POLTRONA FIXA GIROFLEX PRETA 13-81,1290002840,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
ARRANJO ORQUIDEA PINK -9-10,1290004784,1,Falso,0,ARRANJO DE ORQUIDEA EM SILICONE COR PINK,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[7 andar],[Administracao]
MANUAL DE DIREITO PENAL 2017 NUCCI,1290004458,1,Falso,0,MANUAL DE DIREITO PENAL -  ANO 2017 -  13A EDICAO -  AUTOR: GUILHERME DESOUZA NUCCI -  EDITORA FORENSE JURIDICA - GRUPO GEN.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
TELEFONE AVAYA - 15-21,1290003865,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:3220],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
CADEIRA FIXA ACTIVE COURO ECO - 3-6,1290003755,1,Falso,0,CADEIRA FIXA -  ESPALDAR MEDIO INTERLOCUTORA -  MODELO ACTIVE EM COURO ECOLOGICO -  COR PRETO.,[Cod2Aud:3165],Falso,1,18.08.2023 19:06,09.12.2024 17:57,[2 andar],[Sala Conselho Principal]
CADEIRA GIRATORIA ENERGY COURO ECO - 2-14,1290003703,1,Falso,0,CADEIRA GIRATORIA -  ESPALDAR ALTO MODELO ENERGY EM COURO ECOLOGICO PRETO COM BRACO REGULAVEL (ENERGY ALTO 404I).,[Cod2Aud:3148],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Principal]
POLTRONA FIXA BRACOS TECIDO PRETO 1992,1290001260,1,Falso,0,POLTRONA FIXA -  COM BRACOS EM TECIDO PRETO.,[Cod2Aud:2657],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[7 andar],[Administracao]
CAIXA ACUSTICA STANER OS 50,1290003505,1,Falso,0,CAIXA ACUSTICA -  MONITOR DE 50W -  COR PRETA -  MODELO: PS 50 -  MARCA: STANER,[Cod2Aud:3169],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Principal]
BALCAO RECEPCAO - 1-2,1290003628,1,Falso,0,BALCAO RECEPCAO (ESPECIAL) MEDIDAS: 1 - 60 -1 - 40 X 0 - 60 X 1 - 30 -1 - 00.,[Cod2Aud:3239],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Expedicao]
EXTRATOR DE SUCO VITALEX,1290004705,1,Falso,0,EXTRATOR DE SUCO VITALEX -  POTENCIA 1-4HP -  MODELO: ESPI-P -  TENSAO: 127-220V -  ROTACAO: 1.700RPM -  CORPO DE ACO INOX -  CACAMBA PLASTICA -  TAMPA PLASTICA CINZA -  COPO PLASTICO TRANSPARENTE -  JOGO DE CARAMBOLAS PLASTICA RIGIDO -  ALTURA 285MM -  LAGURA 200MM -  PROFUNDIDADE 180MM -  PESO LIQUIDO 4 - 230KG -  CONFORMIDADE: PORTARIA 371.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Copa]
NOVO CPC ANOTADO 2019 DIDIER,1290004883,1,Falso,0,NOVO CODIGO DE PROCESSO CIVIL ANOTADO. AUTOR: FREDIE DIDIER JR. 6A EDICAO -  2019. EDITORA JUSPODIVM.,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Armario 1290003457]
FRAGMENTADORA TILIBRA - 3-6,1290004570,1,Falso,0,FRAGMENTADORA DE PAPEL -  CORTE EM PARTICULAS DE 4 - 8 X 38 - 1 MM -  100 FOLHAS COM CAPACIDADE DE CESTO DE 26 LITROS -  MODELO SWINGLINE -  MARCA TILIBRA.,[Cod2Aud:2698],Falso,2,18.08.2023 19:06,04.09.2025 18:21,[6 andar],[Cartorio]
NOBREAK INTELBRAS XNB 1800 VA 120 - 5/6,1290005505,0,Falso,0,NOBREAK INTELBRAS  XNB 1800 VA - POTENCIA 1800VA - 6 TOMADAS DE SAÍDA - VOLTAGEM 120 - FUSÍVEL DE REDE 10A -  2 BATERIAS INTERNAS DO TIPO CHUMBO-ÁCIDO SELADA. PROCESSO SEI 000835/23-02.002,,Falso,2,09.12.2024 17:31,04.09.2025 18:03,[6 andar],[Cartorio]
ARMARIO ALTO PASTA SUSPENSA FECHADO COR MAPPLE TECNOFLEX - 1-2,1290004081,1,Falso,0,ARMARIO ALTO PARA PASTA SUSPENSA FECHADO -  TAMPO EM AGLOMERADO 25MM (BP) EM LAMINICO COM UMA PRATELEIRA INTERNA -  FECHADURA COM DISPOSITIVO CREMONA ZAMAK COM ROTACAO DE ABERTURA DE 180? -  MED. 1600X500X800MM -  MARCA TECNOFLEX -  COR MAPPLE.,[Cod2Aud:2585],Falso,2,18.08.2023 19:07,18.08.2023 19:07,[7 andar],[DPU]
MESA DELTA PONTOCOM - 3 -16,1290003279,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM DE ESPESSURA EM LAMINADO MELAMINICO BAIXA PRESSAO (PB) COM CALHA PARA FIACAO -  PAINEL FRONTAL 18MM -  MEDINDO: 1200 X 1200 X 600 X 600 X 740MM -  MARCA: PONTOCOM.,[Cod2Aud:3008],Falso,1,18.08.2023 19:06,27.08.2025 16:17,[7 andar],[Oficial de Justica]
DESUMIDIFICADOR -2-2,1290004288,1,Falso,0,DESUMIDIFICADOR DE PAPEL A4 -  BIVOLT.,[Cod2Aud:2704],Falso,1,18.08.2023 19:06,27.08.2025 17:48,[7 andar],[Administracao]
MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 13 -17,1290004618,1,Falso,0,MICROCOMPUTADOR COM TECLADO E MOUSE -  GABINETE TIPO DESKTOP MINI BUSINESS -  PLACA DE VIDEO INTEL HD GRAPHICS 630 INTEGRADA -  PROCESSADOR INTEL CORE I5-7500T -  CACHE DE 6MB -  MEMORIA DDR4 (3 - 3 GHZ) -  HD: SSDD 500GB SATA 6 - 0Gb-s -  5400 RPM -  8GB HIBRIDO -  CHIPSET INTEL Q270 -  SISTEMA OPERACIONAL WINDOWS 10 PrO -  INTERFACES: TRASEISA: 4 USB -  2 HDMI -  1 VGA -  1 RJ-45 E 1 ETHERNET -  FRONTAL: 1 MICRO USB -  2 USB -  1 FONE DE OUVIDO E 1 HEADSET -  TECLADO USB PADRAO ABNT2 -  MOUSE USB OPTICO -  INPUT-ENTRADA: 19.5VdC -  CORRENTE: 3.33A -  MODELO: ElItEDEsk 800 G3 MInI 35W -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
SUPORTE MONITOR STALO - 19-22,1290004699,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
MONITOR HP W17E - 2 -12,1290004195,1,Falso,0,MONITOR DE VIDEO LCD -  COLORIDO -  TELA COM 17 POLEGADAS -  ?NGULO DE MOVIMENTACAO DO VISOR: -5? A 20? DE INCLINACAO VERTICAL -  TECNOLOGIA DO VISOR: MATRIZ ATIVA TFT -  CONTRAST RATIO: 500:1 -  DOT PITCH 0 - 25MM -  TEMPO DE RESPOSTAS: 8MS -  ?NGULO DE VISUALIZACAO DO VISOR: 140? NA HORIZONTAL E 130? NA VERTICAL -  LUMINOSIDADE DO VISOR: 250 NITS -  RESOLUCAO PREDEFINIDA: 1440 x 900 A 60Hz -  RESOLUCAO PREDEFINIDA ALTA: 1440 x 900 A 75Hz -  RESOLUCAO DIRECIONADA ALTA: 1440 x 900 A 75Hz -  PLUG & PLAY: VESA DDC2B -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.5A -  MODELO: w17E -  MARCA: HP. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 06-01-2010).,[Cod2Aud:2615],Falso,1,18.08.2023 19:05,22.08.2023 17:45,[Mezanino],[Deposito]
PALMEIRA ARTIFICIAL KENTIA  - 2-2,1290004841,1,Falso,0,PALMEIRA ARTIFICIAL KENTIA,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Juiz Titular]
POLTRONA FIXA GIROFLEX PRETA 51-81,1290002878,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
SOFA 02 LUGARES COURO ECO PES CROMADOS,1290003752,1,Falso,0,SOFA DE 02 LUGARES EM COR ECOLOGICO E PES CROMADOS -  MODELO PERFECTA PAO12 -  COR PRETO.,[Cod2Aud:3362],Falso,1,18.08.2023 19:05,27.08.2025 17:31,[7 andar],[Administracao]
POLTRONA FIXA GIROFLEX PRETA 11-81,1290002838,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
POLTRONA GIRATORIA PRETA 35S66HT401 - 5-6,1290003664,1,Falso,0,POLTRONA GIRATORIA COM BRACOS -  ASSENTO E ENCOSTO MEDIO -  MODELO STANDART -  CONCHA UNICA EM RESINA DE POLIESTER E FIBRA DE VIDRO -  ALMOFADAS EM ESPUMA INJETADA REVESTIDA EM SIMILICOURO PRETO -  BASE EM ACO COM 5 PATAS -  REGULAGEM DE ALTURA -  MECANISMO DE RECLINACAO DA CONCHA COM TRAVA E COM REGULAGEM DA TENSAO DA MOLA DE TORSAO -  APOIA BRACOS EM ESPUMA COM ESTRUTURA INTERNA EM ACO -  MODELO: 35S66HT401.,[Cod2Aud:3151],Falso,2,18.08.2023 19:05,28.08.2025 17:16,[6 andar],[Paula]
ARMARIO FECHADO - 5-8,1290003455,1,Falso,0,ARMARIO FECHADO -  TAMPO EM AGLOMERADO EM LAMINADO MELAMINICO COM 02 PRATELEIRAS INTERNAS -  FECHADURA COM DISPOSITIVO CREMONA ZAMAK -  MEDINDO: 800X490X2140MM,[Cod2Aud:3229],Falso,1,18.08.2023 19:07,27.08.2025 16:24,[7 andar],[Gabinete dos Ministros]
POLTRONA GIRATORIA PRETA 35S66HT401 - 1-6,1290003660,1,Falso,0,POLTRONA GIRATORIA COM BRACOS -  ASSENTO E ENCOSTO MEDIO -  MODELO STANDART -  CONCHA UNICA EM RESINA DE POLIESTER E FIBRA DE VIDRO -  ALMOFADAS EM ESPUMA INJETADA REVESTIDA EM SIMILICOURO PRETO -  BASE EM ACO COM 5 PATAS -  REGULAGEM DE ALTURA -  MECANISMO DE RECLINACAO DA CONCHA COM TRAVA E COM REGULAGEM DA TENSAO DA MOLA DE TORSAO -  APOIA BRACOS EM ESPUMA COM ESTRUTURA INTERNA EM ACO -  MODELO: 35S66HT401.,[Cod2Aud:3354],Falso,4,18.08.2023 19:05,21.08.2023 16:40,[6 andar],[Juiz Titular]
DIREITO ADMINISTRATIVO 2017 DI PIETRO,1290004462,1,Falso,0,DIREITO ADMINISTRATIVO -  ANO 2017 -  30A EDICAO -  AUTORA: MARIA SYLVIAZANELLA Dl PIETRO -  EDITORA FORENSE JURIDICA - GRUPO GEN.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
APOIO PES STALO MDF - 8-22,1290004818,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Andre]
POLTRONA FIXA GIROFLEX PRETA 40-81,1290002867,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
GAVETEIRO ESPECIAL AQ - 1,1290004087,1,Falso,0,GAVETEIRO ESPECIAL AQ CONEXAO TAMPO E CORPO 400 X 600 X 740 - 4 GAVETAS.,[Cod2Aud:2581],Falso,1,18.08.2023 19:06,28.08.2025 18:27,[6 andar],[Cartorio]
MESA DELTA TAMPO UNICO 15 -16,1290003022,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:3305],Falso,1,18.08.2023 19:06,28.08.2025 18:32,[6 andar],[Cartorio]
CONSTITUIÇÃO FEDERAL COMENTADA 8 ED RT 2022 1/2,1290005464,0,Falso,0,CONSTITUIÇÃO FEDERAL COMENTADA 8ª EDIÇÃO - REVISTA DOS TRIBUNAIS - 2022 - Processo SEI 000447/23-02.002,,Falso,1,09.12.2024 16:28,09.12.2024 16:28,,
POLTRONA GIRATORIA MARROM COM RELAX - 2-20,1290004475,1,Falso,0,POLTRONA GIRATORIA COM RELAX TRAVA APOIA BRACOS E ENCOSTO REGULAVEIS E ESPALDAR DIRETOR -  EM COURO ECOLOGICO MARROM -  MODELO CAVALETTI START. BASE GIRATORIA DESMONTAVEL COM ARANHA DE 5 HASTES,[Cod2Aud:1468],Falso,1,18.08.2023 19:05,04.09.2025 19:36,[6 andar],[Cartorio]
APOIO PES STALO MDF - 17-22,1290004827,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[6 andar],
TELEFONE AVAYA - 11-21,1290003861,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:3318],Falso,1,18.08.2023 19:05,04.09.2025 19:08,[6 andar],[Cartorio]
ARMARIO FECHADO - 6-8,1290003456,1,Falso,0,ARMARIO FECHADO -  TAMPO EM AGLOMERADO EM LAMINADO MELAMINICO COM 02 PRATELEIRAS INTERNAS -  FECHADURA COM DISPOSITIVO CREMONA ZAMAK -  MEDINDO: 800X490X2140MM,[Cod2Aud:3230],Falso,1,18.08.2023 19:07,04.09.2025 19:15,[6 andar],[Cartorio]
REFRIGERADOR ELECTROLUX RE-80,1290002485,1,Falso,0,REFRIGERADOR -  TIPO FRIGO-BAR -  CAPACIDADE: 80 LITROS -  COR BRANCA -  110 VOLTS -  MARCA ELETROLUZ -  MODELO RE-80.,[Cod2Aud:3367],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Juiz Substituto]
POLTRONA FIXA GIROFLEX PRETA 4-81,1290002831,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  EM TUBO DE ACO -  BASE PREPARADA PRA SER FIXADA NO PISO -  PANEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
